client_id,recency_days,frequency,monetary_value,avg_transaction_amount,transaction_amount_volatility,customer_tenure_days,avg_balance,min_balance,max_balance,balance_range,monetary_per_transaction,total_account_count,loan_count,card_count,permanent_order_count,product_diversity_score,total_loan_amount,avg_loan_amount,active_loans,completed_loans,in_progress_loans,defaulted_loans,gold_cards,classic_cards,junior_cards,avg_order_amount,total_order_amount,loan_default_rate,credit_transaction_count,withdrawal_transaction_count,credit_amount,withdrawal_amount,avg_credit_amount,avg_withdrawal_amount,operation_type_diversity,transaction_type_diversity,transaction_category_diversity,cash_deposit_count,card_withdrawal_count,cash_withdrawal_count,collection_from_bank_count,remittance_to_bank_count,avg_account_balance,balance_volatility,weekend_transaction_count,weekday_transaction_count,transaction_day_diversity,weekend_transaction_ratio,credit_transaction_ratio,credit_withdrawal_ratio,clv_indicator,churn_risk,cross_sell_potential,engagement_score
152,1,274,202594.60000000003,1414.7554744525498,1446.6161224903612,1794,15760.339781021883,600.0,23672.6,23072.6,739.3963503649636,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2242.0,2242.0,0.0,119,155,202594.60000000003,185048.4000000003,1702.4756302521012,1193.8606451612923,4,2,2,1,0,100,59,55,15760.339781021883,2925.4725839553244,77,197,7,0.28102189781021897,0.4343065693430657,1.094819517488396,101297.70000000003,0.6,2,77.6
188,1,49,50366.600000000006,1722.8163265306134,1772.986949607326,436,15669.96326530612,1000.0,21706.5,20706.5,1027.8897959183676,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2030.0,2030.0,0.0,25,24,50366.600000000006,34051.39999999999,2014.6640000000002,1418.8083333333327,4,2,3,1,0,15,14,9,15669.96326530612,3779.546928959336,13,36,7,0.2653061224489796,0.5102040816326531,1.4791344849257306,25183.7,21.0,2,67.4
195,1,286,338540.3999999999,2291.7895104895047,2378.4266269572845,1955,26178.866433566425,200.0,40827.4,40627.4,1183.707692307692,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3458.0,3458.0,0.0,125,161,338540.3999999999,316911.3999999986,2708.3231999999994,1968.3937888198673,4,2,4,1,0,101,64,60,26178.866433566425,5973.269948396225,77,209,7,0.2692307692307692,0.4370629370629371,1.0682493592846498,169270.59999999995,0.6,2,77.6
202,1,177,1402463.3,15568.289830508482,15610.998014777782,1040,65461.670621468904,1100.0,126467.0,125367.0,7923.521468926554,1,0,1,0,2,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,83,77,1402463.3,1128500.0,16897.148192771085,14655.844155844155,3,3,2,59,2,92,0,0,65461.670621468904,27493.066070677418,49,128,7,0.2768361581920904,0.51875,1.242767656180771,701232.05,0.6,2,81.6
227,1,322,294664.7,1751.8667701863317,1697.999044463303,2105,17630.547826086975,200.0,26365.4,26165.4,915.1077639751553,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2798.0,2798.0,0.0,135,187,294664.7,269436.4000000004,2182.7014814814816,1440.8363636363656,4,2,4,1,0,123,69,64,17630.547826086975,3627.2667046348033,96,226,7,0.2981366459627329,0.4192546583850932,1.0936335996175706,147332.75,0.6,2,77.6
238,1,504,917861.7000000001,3495.6156746031834,4655.01636577344,1874,49601.229761904775,400.0,86237.6,85837.6,1821.1541666666667,1,0,1,4,3,0.0,0.0,0,0,0,0,0,4,0,2156.5,8626.0,0.0,137,367,917861.7000000001,843928.5999999987,6699.7204379562045,2299.5329700272446,4,2,5,76,32,109,0,226,49601.229761904775,16118.810125470804,147,357,7,0.2916666666666667,0.2718253968253968,1.0876058709232055,458931.55000000005,0.6,1,82.6
252,1,175,131475.6,1241.5462857142863,1600.5684597478407,768,23740.913142857138,900.0,45817.0,44917.0,751.2891428571429,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,773.3333333333334,2320.0,0.0,65,110,131475.6,85794.99999999997,2022.7015384615386,779.9545454545452,4,2,5,15,0,49,25,61,23740.913142857138,8266.81477651425,54,121,7,0.30857142857142855,0.37142857142857144,1.5324389533189586,65738.20000000001,0.6,2,77.6
263,1,224,1822782.4000000006,16161.141964285725,16552.43424390953,1060,50781.81428571424,-2171.7,146908.6,149080.30000000002,8137.4214285714315,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3182.0,3182.0,0.0,104,101,1822782.4000000006,1500750.4000000001,17526.753846153853,14858.91485148515,2,3,3,70,0,120,0,0,50781.81428571424,32021.98142254346,70,154,7,0.3125,0.5073170731707317,1.2145806524522669,911391.6000000003,0.6,2,81.6
270,1,439,563498.6000000001,2355.482004555806,3053.1954597073704,1983,37172.794533029664,1000.0,92940.2,91940.2,1283.5958997722098,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1692.5,3385.0,0.0,179,260,563498.6000000001,470557.9999999986,3148.0368715083805,1809.8384615384562,3,2,4,114,0,139,0,121,37172.794533029664,17715.85242420794,121,318,7,0.275626423690205,0.40774487471526194,1.1975114651116372,281749.7,0.6,2,77.6
288,1,315,219245.60000000003,1331.7555555555518,1325.2950656168389,1965,16704.709523809528,500.0,21971.7,21471.7,696.0177777777778,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2234.0,2234.0,0.0,125,190,219245.60000000003,200257.40000000034,1753.9648000000002,1053.9863157894754,4,2,2,1,0,131,64,59,16704.709523809528,2715.4357173045896,92,223,7,0.2920634920634921,0.3968253968253968,1.0948189679881974,109623.20000000003,0.6,2,77.6
295,1,547,371802.0,1264.1846435100524,1584.7954697602308,2153,39882.6744058501,800.0,62975.5,62175.5,679.7111517367459,1,0,1,3,3,0.0,0.0,0,0,0,0,0,3,0,882.6666666666666,2648.0,0.0,175,372,371802.0,319707.00000000035,2124.582857142857,859.4274193548397,5,2,5,35,6,168,70,198,39882.6744058501,12489.028534540243,154,393,7,0.28153564899451555,0.31992687385740404,1.1629460724976293,185901.69999999998,0.6,1,82.6
302,1,99,149540.1,2529.641414141415,2680.061827226595,601,39411.194949494944,500.0,52311.3,51811.3,1510.5060606060606,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3066.0,3066.0,0.0,46,53,149540.1,100894.40000000008,3250.871739130435,1903.6679245283035,3,2,3,27,0,38,0,15,39411.194949494944,8062.190322916843,29,70,7,0.29292929292929293,0.46464646464646464,1.4821446978226729,74770.45000000001,1.0000000000000004,2,77.4
313,1,215,424055.6000000001,3754.8623255813927,3784.3412551887454,1175,37700.05302325582,600.0,56754.1,56154.1,1972.3516279069772,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,5247.0,5247.0,0.0,92,123,424055.6000000001,383239.79999999923,4609.300000000001,3115.770731707311,3,2,3,54,0,89,0,34,37700.05302325582,10928.337768217156,60,155,7,0.27906976744186046,0.42790697674418604,1.1065019864847048,212028.20000000004,0.6,2,77.6
338,1,481,979304.3999999994,3935.7380457380596,4368.025885223998,2169,32434.170893970837,300.0,69717.8,69417.8,2035.9758835758823,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,2995.0,8985.0,0.0,159,322,979304.3999999994,913785.5999999985,6159.147169811317,2837.8434782608647,3,2,4,88,0,189,0,133,32434.170893970837,9623.019201638963,141,340,7,0.29313929313929316,0.3305613305613306,1.071700407622971,489652.5999999997,0.6,2,77.6
345,1,203,963318.2000000001,8992.549753694599,9945.975623835888,1334,66899.77192118224,600.0,105298.7,104698.7,4745.409852216749,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,667.0,667.0,0.0,91,112,963318.2000000001,862169.4000000003,10585.914285714287,7697.941071428574,2,2,2,47,0,112,0,0,66899.77192118224,15668.43207324243,58,145,7,0.2857142857142857,0.4482758620689655,1.1173189398742287,481659.5,0.6,2,77.6
352,1,491,2104783.0999999978,8497.664154786158,11593.773715271347,1856,53456.63543788187,300.0,144053.2,143753.2,4286.727291242358,1,1,0,3,3,371088.0,123696.0,3,0,0,0,0,0,0,2834.6666666666665,8504.0,0.0,160,298,2104783.0999999978,1649410.9999999986,13154.894374999985,5534.936241610733,3,3,5,100,0,171,0,160,53456.63543788187,25051.464582100853,134,357,7,0.2729124236252546,0.34934497816593885,1.2760816436897775,1052392.2499999988,0.6,1,86.6
370,1,176,509708.7,5550.898295454544,6466.655330438045,890,47716.63693181821,900.0,72230.0,71330.0,2896.0721590909093,1,1,1,2,4,225504.0,112752.0,0,0,2,0,0,2,0,3467.5,6935.0,0.0,62,114,509708.7,467249.39999999944,8221.10806451613,4098.678947368416,4,2,4,33,2,80,0,32,47716.63693181821,11839.677394477963,53,123,7,0.30113636363636365,0.3522727272727273,1.0908707426911637,254855.35,0.6,0,87.6
388,1,290,358091.0999999998,2343.409310344826,2610.8203263377177,1568,30734.11965517238,200.0,46628.5,46428.5,1234.7968965517234,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2858.0,2858.0,0.0,134,156,358091.0999999998,321497.5999999989,2672.3216417910435,2060.8820512820444,3,2,3,83,0,109,0,47,30734.11965517238,7414.550107671035,83,207,7,0.28620689655172415,0.46206896551724136,1.1138220005374877,179045.9499999999,0.6,2,77.6
402,1,158,685646.6,8203.526582278479,10641.556154612583,804,52718.46139240506,1100.0,86907.1,85807.1,4339.535443037975,1,0,1,2,3,0.0,0.0,0,0,0,0,0,2,0,1951.0,3902.0,0.0,53,105,685646.6,610510.6000000001,12936.728301886793,5814.386666666667,4,2,4,27,1,60,0,44,52718.46139240506,12572.990613391212,46,112,7,0.2911392405063291,0.33544303797468356,1.1230707542178626,342824.0,0.6,1,82.6
413,1,176,145622.70000000004,1555.1926136363652,1643.6319396131694,1140,16108.872159090904,700.0,27653.7,26953.7,827.4017045454548,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2252.0,2252.0,0.0,80,96,145622.70000000004,128091.20000000019,1820.2837500000005,1334.2833333333353,4,2,3,6,0,64,37,32,16108.872159090904,3800.2492396409984,56,120,7,0.3181818181818182,0.45454545454545453,1.13686732578038,72811.75000000003,0.6,2,77.6
420,1,316,256286.09999999995,1563.6572784810087,1622.657036275828,1711,18922.267405063278,900.0,32200.9,31300.9,811.0319620253163,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2505.0,2505.0,0.0,132,184,256286.09999999995,237829.6000000003,1941.5613636363632,1292.5521739130452,4,2,3,20,0,133,56,51,18922.267405063278,5002.509426219104,88,228,7,0.27848101265822783,0.4177215189873418,1.077603881098062,128143.44999999998,0.6,2,77.6
438,1,140,830802.2999999997,11473.299285714284,12116.67545119996,962,50332.51642857141,1100.0,82922.9,81822.9,5934.302142857141,1,0,1,0,2,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,63,77,830802.2999999997,775459.6000000001,13187.33809523809,10070.903896103897,3,2,2,32,5,72,0,0,50332.51642857141,13938.69152217845,38,102,7,0.2714285714285714,0.45,1.071367612187662,415401.5499999998,0.6,2,77.6
445,1,210,624069.8000000002,5757.220952380951,8275.3450805649,800,50880.94000000001,200.0,82334.5,82134.5,2971.7609523809533,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,2095.0,8380.0,0.0,54,156,624069.8000000002,584946.5999999995,11556.84814814815,3749.657692307689,3,2,5,28,0,68,0,88,50880.94000000001,12390.96506034989,63,147,7,0.3,0.2571428571428571,1.0668833702084954,312035.30000000005,0.6,2,77.6
452,1,254,987043.4,7611.249606299229,8941.15048306701,1209,32375.00944881891,400.0,71875.3,71475.3,3885.9976377952758,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,4966.5,9933.0,0.0,83,171,987043.4,946213.9999999992,11892.089156626505,5533.415204678357,3,2,4,43,0,100,0,71,32375.00944881891,12622.436234479674,79,175,7,0.3110236220472441,0.32677165354330706,1.0431502810146551,493522.1,0.6,2,77.6
463,1,75,60183.99999999999,1362.6186666666677,1299.3577794842743,596,13878.643999999998,600.0,18876.0,18276.0,802.4533333333333,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2057.0,2057.0,0.0,36,39,60183.99999999999,42012.39999999998,1671.7777777777776,1077.241025641025,4,2,2,1,0,25,19,14,13878.643999999998,3107.0874368232458,25,50,7,0.3333333333333333,0.48,1.4325294436880545,30092.399999999994,10.6,2,72.6
470,1,408,484855.99999999994,2325.0818627450953,2444.1629806308824,1952,20995.992647058836,300.0,37757.4,37457.4,1188.3725490196077,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,2082.0,4164.0,0.0,149,259,484855.99999999994,463777.3999999986,3254.0671140939594,1790.6463320463267,3,2,4,85,0,141,0,118,20995.992647058836,5204.413485976704,115,293,7,0.2818627450980392,0.36519607843137253,1.0454498214013908,242428.39999999997,0.6,2,77.6
495,1,115,151232.09999999998,2474.9017391304305,2331.947131294979,808,19442.10869565216,200.0,30371.4,30171.4,1315.0617391304345,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3825.0,3825.0,0.0,49,66,151232.09999999998,133381.60000000012,3086.3693877551013,2020.9333333333352,4,2,4,1,0,45,26,21,19442.10869565216,5555.920772182256,35,80,7,0.30434782608695654,0.4260869565217391,1.1338303034301571,75616.45,0.6,2,77.6
502,1,162,146722.29999999996,1658.4820987654334,1874.955810192454,873,19124.34938271605,500.0,29241.3,28741.3,905.6932098765429,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,984.5,1969.0,0.0,53,109,146722.29999999996,121951.80000000013,2768.345283018867,1118.8238532110104,4,2,5,1,0,61,28,48,19124.34938271605,4137.257813568215,49,113,7,0.30246913580246915,0.3271604938271605,1.2031171331624444,73361.54999999999,0.6,2,77.6
6,1,186,192346.00000000003,1886.943010752684,1956.9044905858943,1045,21753.446236559143,800.0,34870.0,34070.0,1034.1182795698926,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1681.5,3363.0,0.0,65,121,192346.00000000003,158625.40000000017,2959.169230769231,1310.9537190082658,4,2,5,1,0,62,34,59,21753.446236559143,5009.975051533258,51,135,7,0.27419354838709675,0.34946236559139787,1.2125800786002734,96173.40000000002,0.6,2,77.6
24,1,328,1905128.2999999993,11367.982621951222,14312.531119454537,2046,52267.42347560981,575.7,155603.3,155027.59999999998,5808.317987804876,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,156,132,1905128.2999999993,1366950.0,12212.360897435894,10355.681818181818,2,3,2,96,0,172,0,0,52267.42347560981,31710.521421954807,92,236,7,0.2804878048780488,0.5416666666666666,1.393707377738761,952564.2499999998,0.6,3,76.6
38,2,281,2302979.3999999994,16234.175088967975,17289.00629082846,1399,56750.19217081856,400.0,149154.0,148754.0,8195.656227758005,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2480.2,2480.2,0.0,130,131,2302979.3999999994,1997027.8000000003,17715.22615384615,15244.487022900765,2,3,2,86,0,151,0,0,56750.19217081856,31682.221309034652,83,198,7,0.29537366548042704,0.49808429118773945,1.1532034756852154,1151489.9,1.2,2,81.2
41,1,344,1672195.3999999994,9395.304651162809,11056.91541837919,1954,72337.54040697672,600.0,123696.3,123096.3,4861.033139534882,1,0,1,1,3,0.0,0.0,0,0,0,0,1,0,0,3892.0,3892.0,0.0,131,213,1672195.3999999994,1559789.3999999985,12764.850381679385,7322.954929577458,4,2,3,67,22,132,0,59,72337.54040697672,21009.92616638757,97,247,7,0.2819767441860465,0.3808139534883721,1.0720648569608187,836098.3999999998,0.6,1,82.6
55,1,565,2506324.3999999976,8732.554690265495,13542.682047917733,1972,45139.10991150443,300.0,108508.9,108208.9,4435.972389380527,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,1816.0,7264.0,0.0,133,410,2506324.3999999976,2191564.9999999986,18844.544360902237,5345.280487804875,4,3,5,3,0,190,65,242,45139.10991150443,18662.104050128182,155,410,7,0.2743362831858407,0.24493554327808473,1.1436231186389632,1253162.599999999,0.6,2,81.6
56,1,151,634067.7000000001,7928.60728476821,9632.082406043526,775,49740.43841059604,700.0,72802.5,72102.5,4199.123841059603,1,0,1,2,3,0.0,0.0,0,0,0,0,0,2,0,3648.5,7297.0,0.0,52,99,634067.7000000001,563152.0000000001,12193.609615384617,5688.404040404042,4,2,4,27,2,57,0,40,49740.43841059604,12424.453076697035,44,107,7,0.2913907284768212,0.3443708609271523,1.1259263928743926,317034.55000000005,0.6,1,82.6
73,1,129,128533.99999999999,1742.1162790697683,2087.7572414402107,776,26384.806201550386,600.0,37302.6,36702.6,996.3875968992247,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1197.0,2394.0,0.0,47,82,128533.99999999999,96199.00000000012,2734.765957446808,1173.1585365853673,4,2,5,1,0,41,25,41,26384.806201550386,4913.2895394587695,40,89,7,0.31007751937984496,0.3643410852713178,1.3361261551575363,64267.399999999994,0.6,2,77.6
91,1,104,473642.69999999995,8922.56442307692,9425.905232167856,773,29181.375961538466,400.0,56325.1,55925.1,4554.256730769231,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,1709.0,1709.0,0.0,52,48,473642.69999999995,408892.0,9108.513461538461,8518.583333333334,3,3,2,2,0,52,25,0,29181.375961538466,11163.793422031968,33,71,7,0.3173076923076923,0.52,1.1583564853310897,236821.74999999997,0.6,2,81.6
105,1,140,104551.29999999994,1319.1021428571437,1370.11748955162,912,19335.254285714273,300.0,27173.9,26873.9,746.7949999999996,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2268.0,2268.0,0.0,61,79,104551.29999999994,80123.00000000015,1713.955737704917,1014.2151898734196,4,2,3,1,0,53,30,26,19335.254285714273,4749.536184025064,38,102,7,0.2714285714285714,0.4357142857142857,1.3048849893289038,52276.049999999974,0.6,2,77.6
106,1,61,98565.89999999998,2610.031147540985,2864.800219883925,463,29212.559016393436,600.0,39074.8,38474.8,1615.834426229508,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,33,28,98565.89999999998,60645.999999999985,2986.845454545454,2165.928571428571,2,2,2,18,0,28,0,0,29212.559016393436,6509.385145679515,18,43,7,0.29508196721311475,0.5409836065573771,1.6252662995086238,49283.049999999996,16.200000000000003,3,64.80000000000001
123,1,319,909034.0000000003,5542.552978056438,8414.67945478469,1903,30807.713793103405,-7103.6,96777.1,103880.70000000001,2849.636363636365,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,3706.7333333333336,11120.2,0.0,118,189,909034.0000000003,722460.3999999991,7703.677966101698,3822.5417989417942,3,3,5,60,0,129,0,72,30807.713793103405,17543.77444781983,88,231,7,0.27586206896551724,0.38436482084690554,1.2582475108670337,454517.40000000014,0.6,2,81.6
124,1,185,876387.2000000002,9268.925945945952,12850.754258462353,1027,48288.86648648649,-1139.8,124757.9,125897.7,4737.228108108109,1,1,0,1,3,265320.0,265320.0,0,0,0,1,0,0,0,7370.2,7370.2,1.0,84,84,876387.2000000002,607224.1000000003,10433.180952380955,7228.858333333337,3,3,4,38,0,90,0,11,48288.86648648649,26255.444713777328,60,125,7,0.32432432432432434,0.5,1.4432681443308981,438194.3000000001,0.6,1,86.6
138,1,376,634589.5999999999,3286.1010638298058,3255.8348831350027,2114,32952.3768617021,800.0,52047.0,51247.0,1687.7382978723401,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,5110.0,5110.0,0.0,158,218,634589.5999999999,600984.3999999985,4016.3898734177205,2756.80917431192,4,2,3,89,22,131,0,65,32952.3768617021,8321.015211595175,103,273,7,0.27393617021276595,0.42021276595744683,1.0559169256306844,317295.49999999994,0.6,1,82.6
141,1,330,320041.2,1889.0987878787832,1934.983480447154,1944,21605.93666666666,900.0,32381.8,31481.8,969.8218181818182,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2329.0,2329.0,0.0,129,201,320041.2,303361.3999999986,2480.939534883721,1509.2606965174061,4,2,4,1,0,141,64,60,21605.93666666666,4536.342497900333,99,231,7,0.3,0.39090909090909093,1.05498326418589,160021.0,0.6,2,77.6
142,1,73,82019.80000000002,1843.230136986302,1922.1117061772431,470,27677.875342465763,600.0,40532.1,39932.1,1123.5589041095893,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2449.0,2449.0,0.0,37,36,82019.80000000002,52535.999999999985,2216.751351351352,1459.333333333333,4,2,3,7,0,26,15,10,27677.875342465763,6389.419682238166,20,53,7,0.273972602739726,0.5068493150684932,1.561211359829451,41010.30000000001,11.4,2,72.2
