client_id,recency_days,frequency,monetary_value,predicted_transactions_1yr,expected_avg_profit,clv_1yr,cluster,segment_name
217,33,76,49459.6,38.0,650.7842105263157,24729.8,0,Standard Dormant Standard
230,33,385,897883.4999999998,192.5,2332.1649350649345,448941.7499999999,4,Standard Low-Activity Standard
232,33,349,423251.1,174.5,1212.7538681948424,211625.55,4,Standard Low-Activity Standard
247,33,71,133663.1,35.5,1882.5788732394367,66831.55,0,Standard Dormant Standard
264,33,255,767863.6,127.5,3011.2298039215684,383931.8,4,Standard Low-Activity Standard
266,33,139,617632.7000000005,69.5,4443.400719424464,308816.35000000027,0,Standard Dormant Standard
300,33,208,1225190.6999999995,104.0,5890.339903846152,612595.3499999999,1,Premium Active High-Value
315,33,144,117453.4,72.0,815.6486111111112,58726.70000000001,0,Standard Dormant Standard
317,33,161,860922.0000000001,80.5,5347.3416149068335,430461.0000000001,0,Standard Dormant Standard
332,33,208,125300.0,104.0,602.4038461538462,62650.0,0,Standard Dormant Standard
334,33,299,1668478.2000000002,149.5,5580.1946488294325,834239.1000000002,1,Premium Active High-Value
347,33,174,848680.5999999999,87.0,4877.474712643678,424340.3,0,Standard Dormant Standard
349,33,357,287812.19999999984,178.5,806.1966386554617,143906.09999999992,4,Standard Low-Activity Standard
364,33,368,2737626.999999999,0.0,0.0,0.0,2,Standard Intermittent High-Value
381,33,142,105935.4,71.0,746.0239436619718,52967.7,0,Standard Dormant Standard
383,33,223,1415124.2999999996,111.5,6345.848878923765,707562.1499999998,1,Premium Active High-Value
398,33,85,93453.70000000004,42.5,1099.455294117647,46726.85000000001,0,Standard Dormant Standard
400,33,79,106121.7,39.5,1343.312658227848,53060.85,0,Standard Dormant Standard
432,33,364,810803.3999999993,182.0,2227.481868131866,405401.69999999966,4,Standard Low-Activity Standard
434,33,178,674151.5000000001,89.0,3787.3679775280903,337075.75000000006,0,Standard Dormant Standard
451,33,131,178639.69999999998,65.5,1363.6618320610685,89319.84999999999,0,Standard Dormant Standard
464,33,88,849587.9999999999,0.0,0.0,0.0,0,Standard Dormant Standard
466,33,87,337811.19999999995,43.5,3882.887356321839,168905.59999999998,0,Standard Dormant Standard
481,33,58,68820.0,29.0,1186.551724137931,34410.0,0,Standard Dormant Standard
483,59,157,903845.5,0.0,0.0,0.0,0,Standard Dormant Standard
500,33,193,696501.8,96.5,3608.817616580311,348250.9,4,Standard Low-Activity Standard
515,33,353,472905.2,176.5,1339.6747875354106,236452.6,4,Standard Low-Activity Standard
517,33,234,809099.6999999995,117.0,3457.6910256410238,404549.8499999997,4,Standard Low-Activity Standard
534,33,455,223792.1,227.5,491.8507692307692,111896.05,4,Standard Low-Activity Standard
551,703,49,45800.0,0.0,0.0,0.0,3,Basic Dormant Standard
566,33,360,500143.80000000016,180.0,1389.288333333334,250071.90000000008,4,Standard Low-Activity Standard
568,33,159,1410872.0000000002,0.0,0.0,0.0,0,Standard Dormant Standard
581,33,68,51253.4,34.0,753.7264705882353,25626.7,0,Standard Dormant Standard
583,33,605,2813244.099999998,0.0,0.0,0.0,2,Standard Intermittent High-Value
598,33,309,1476144.8000000014,154.5,4777.167637540458,738072.4000000007,1,Premium Active High-Value
615,33,123,551282.2000000001,61.5,4481.969105691058,275641.10000000003,0,Standard Dormant Standard
617,33,168,447112.29999999993,84.0,2661.382738095237,223556.15,0,Standard Dormant Standard
632,33,162,518945.79999999976,81.0,3203.369135802468,259472.89999999988,0,Standard Dormant Standard
649,33,353,2053694.5000000007,176.5,5817.831444759208,1026847.2500000002,1,Premium Active High-Value
651,33,367,588137.1999999995,183.5,1602.553678474113,294068.59999999974,4,Standard Low-Activity Standard
666,33,270,274269.10000000003,135.0,1015.8114814814816,137134.55000000002,4,Standard Low-Activity Standard
668,33,503,1664895.9999999995,0.0,0.0,0.0,2,Standard Intermittent High-Value
683,33,144,130529.4,72.0,906.4541666666668,65264.7,0,Standard Dormant Standard
685,33,126,143660.30000000002,63.0,1140.1611111111113,71830.15000000001,0,Standard Dormant Standard
698,33,185,304910.3,92.5,1648.1637837837836,152455.15,0,Standard Dormant Standard
700,33,243,228056.30000000005,121.5,938.5032921810702,114028.15000000002,4,Standard Low-Activity Standard
715,33,348,1305995.1,174.0,3752.85948275862,652997.5499999999,1,Premium Active High-Value
717,33,148,330533.4,74.0,2233.3337837837835,165266.69999999998,0,Standard Dormant Standard
751,33,213,1630838.5000000002,0.0,0.0,0.0,2,Standard Intermittent High-Value
766,33,56,62676.0,28.0,1119.2142857142858,31338.0,0,Standard Dormant Standard
768,33,305,298664.8000000001,152.5,979.2288524590168,149332.40000000005,4,Standard Low-Activity Standard
783,33,75,270980.60000000003,37.5,3613.0746666666673,135490.30000000002,0,Standard Dormant Standard
785,33,241,311057.4,120.5,1290.6946058091285,155528.69999999998,4,Standard Low-Activity Standard
815,33,120,317837.2,60.0,2648.643333333333,158918.6,0,Standard Dormant Standard
832,33,134,180662.89999999997,67.0,1348.2305970149248,90331.44999999995,0,Standard Dormant Standard
834,33,62,92230.70000000004,31.0,1487.591935483871,46115.35000000001,0,Standard Dormant Standard
849,79,30,39800.0,0.0,0.0,0.0,0,Standard Dormant Standard
851,33,244,253613.4999999999,122.0,1039.399590163934,126806.74999999996,4,Standard Low-Activity Standard
866,33,98,467443.1,49.0,4769.8275510204085,233721.55,0,Standard Dormant Standard
883,33,47,53663.20000000001,23.5,1141.7702127659577,26831.60000000001,0,Standard Dormant Standard
885,33,278,280601.60000000003,139.0,1009.3582733812952,140300.80000000002,4,Standard Low-Activity Standard
900,33,372,1175316.2999999998,186.0,3159.452419354838,587658.1499999999,1,Premium Active High-Value
902,33,122,296475.2,61.0,2430.1245901639345,148237.6,0,Standard Dormant Standard
917,33,390,927310.6000000004,195.0,2377.719487179488,463655.3000000002,4,Standard Low-Activity Standard
932,33,178,718296.8999999999,89.0,4035.3758426966288,359148.44999999995,0,Standard Dormant Standard
949,33,104,79352.7,52.0,763.0067307692308,39676.35,0,Standard Dormant Standard
968,33,286,708994.0999999999,143.0,2479.000349650349,354497.05,4,Standard Low-Activity Standard
1002,33,142,101547.0,71.0,715.1197183098592,50773.5,0,Standard Dormant Standard
1017,33,137,81948.50000000001,68.5,598.1642335766425,40974.25000000001,0,Standard Dormant Standard
1019,33,56,326268.80000000005,28.0,5826.228571428573,163134.40000000002,0,Standard Dormant Standard
1032,33,283,291030.30000000005,141.5,1028.3756183745584,145515.15000000002,4,Standard Low-Activity Standard
1034,33,162,737599.3000000006,81.0,4553.082098765436,368799.6500000003,0,Standard Dormant Standard
1049,33,145,767530.7000000002,72.5,5293.315172413794,383765.3500000001,0,Standard Dormant Standard
1051,33,150,184474.8,75.0,1229.832,92237.4,0,Standard Dormant Standard
1066,33,444,1524056.2,222.0,3432.559009009009,762028.1,1,Premium Active High-Value
1068,33,304,312122.3999999999,152.0,1026.7184210526314,156061.19999999995,4,Standard Low-Activity Standard
1083,33,296,565332.2000000001,148.0,1909.9060810810813,282666.10000000003,4,Standard Low-Activity Standard
1085,33,271,256176.29999999996,135.5,945.2999999999996,128088.14999999997,4,Standard Low-Activity Standard
1100,33,230,502425.0,115.0,2184.4565217391305,251212.5,4,Standard Low-Activity Standard
1102,33,330,2011533.8,165.0,6095.556969696969,1005766.8999999998,1,Premium Active High-Value
1117,33,404,668940.0999999995,202.0,1655.792326732672,334470.04999999976,4,Standard Low-Activity Standard
1119,33,368,668722.7000000001,184.0,1817.18125,334361.35000000003,4,Standard Low-Activity Standard
1136,33,393,429163.5,196.5,1092.0190839694656,214581.75,4,Standard Low-Activity Standard
1149,33,269,169371.99999999994,134.5,629.6356877323418,84685.99999999997,4,Standard Low-Activity Standard
1151,33,160,465289.4,80.0,2908.05875,232644.7,0,Standard Dormant Standard
1153,33,204,157212.20000000007,102.0,770.6480392156866,78606.10000000003,0,Standard Dormant Standard
1166,33,200,461388.0000000001,100.0,2306.9400000000005,230694.0000000001,0,Standard Dormant Standard
1168,33,347,482713.9000000001,173.5,1391.1063400576372,241356.95000000007,4,Standard Low-Activity Standard
1183,33,599,462134.0,0.0,0.0,0.0,2,Standard Intermittent High-Value
1200,33,78,104581.9,39.0,1340.7935897435898,52290.95,0,Standard Dormant Standard
1202,33,341,1672869.5000000002,170.5,4905.775659824048,836434.7500000001,1,Premium Active High-Value
1217,33,137,98896.7,68.5,721.8737226277372,49448.34999999999,0,Standard Dormant Standard
1219,33,88,135024.3,44.0,1534.3670454545454,67512.15,0,Standard Dormant Standard
1234,120,30,36300.0,0.0,0.0,0.0,0,Standard Dormant Standard
1236,33,268,1777007.5999999996,134.0,6630.625373134327,888503.7999999998,1,Premium Active High-Value
1251,33,78,430211.8000000001,39.0,5515.535897435899,215105.90000000005,0,Standard Dormant Standard
1253,33,242,626341.4999999998,121.0,2588.1880165289244,313170.7499999999,4,Standard Low-Activity Standard
1266,33,403,763623.8000000002,201.5,1894.848138957817,381811.9000000001,4,Standard Low-Activity Standard
17,33,75,110719.4,37.5,1476.2586666666666,55359.7,0,Standard Dormant Standard
19,33,124,412586.0,62.0,3327.306451612903,206293.0,0,Standard Dormant Standard
26,33,116,86220.30000000003,58.0,743.2784482758624,43110.150000000016,0,Standard Dormant Standard
28,33,310,1067603.299999999,155.0,3443.881612903224,533801.6499999997,4,Standard Low-Activity Standard
51,33,321,1451226.699999999,160.5,4520.955451713393,725613.3499999995,1,Premium Active High-Value
53,33,69,79639.3,34.5,1154.1927536231883,39819.65,0,Standard Dormant Standard
60,33,192,710282.2999999998,96.0,3699.3869791666657,355141.1499999999,4,Standard Low-Activity Standard
62,33,197,187624.00000000003,98.5,952.4060913705586,93812.0,0,Standard Dormant Standard
85,33,242,1654840.5000000005,121.0,6838.183884297523,827420.2500000002,1,Premium Active High-Value
87,33,366,1313249.8999999994,183.0,3588.114480874316,656624.9499999997,1,Premium Active High-Value
92,33,388,1273705.9000000004,194.0,3282.7471649484546,636852.9500000002,1,Premium Active High-Value
94,33,176,135524.7,88.0,770.0267045454547,67762.35,0,Standard Dormant Standard
96,33,217,135753.20000000013,108.5,625.5907834101388,67876.60000000006,0,Standard Dormant Standard
121,33,405,883214.4999999994,202.5,2180.776543209875,441607.2499999997,4,Standard Low-Activity Standard
128,33,282,959859.2,141.0,3403.7560283687944,479929.6,4,Standard Low-Activity Standard
151,33,335,1608416.4,167.5,4801.242985074627,804208.2,1,Premium Active High-Value
153,33,399,444791.6999999999,199.5,1114.7661654135336,222395.84999999995,4,Standard Low-Activity Standard
160,33,113,694287.3000000002,56.5,6144.13539823009,347143.6500000001,0,Standard Dormant Standard
162,33,326,408093.3999999999,163.0,1251.8202453987726,204046.69999999992,4,Standard Low-Activity Standard
185,33,336,954955.4000000004,168.0,2842.129166666668,477477.7000000002,4,Standard Low-Activity Standard
187,33,205,241991.1,102.5,1180.4443902439025,120995.55,0,Standard Dormant Standard
194,33,304,243893.9,152.0,802.2825657894738,121946.95,4,Standard Low-Activity Standard
219,33,331,1637062.6999999995,165.5,4945.808761329304,818531.3499999997,1,Premium Active High-Value
221,33,169,371136.6999999999,84.5,2196.0751479289934,185568.34999999995,0,Standard Dormant Standard
226,33,413,2603771.8000000003,206.5,6304.532203389831,1301885.9,1,Premium Active High-Value
228,33,403,1458587.7000000004,201.5,3619.324317617867,729293.8500000002,1,Premium Active High-Value
251,33,274,551438.1000000001,137.0,2012.5478102189784,275719.05000000005,4,Standard Low-Activity Standard
253,33,186,613838.8999999999,93.0,3300.209139784946,306919.44999999995,0,Standard Dormant Standard
262,33,245,575776.8999999999,122.5,2350.109795918367,287888.44999999995,4,Standard Low-Activity Standard
285,63,26,39700.0,0.0,0.0,0.0,0,Standard Dormant Standard
287,33,314,169967.69999999998,157.0,541.2984076433121,84983.84999999999,4,Standard Low-Activity Standard
294,50,363,2470282.0,0.0,0.0,0.0,2,Standard Intermittent High-Value
296,33,326,1617425.2000000004,163.0,4961.426993865032,808712.6000000002,1,Premium Active High-Value
319,33,149,186703.1000000001,74.5,1253.040939597316,93351.55000000005,0,Standard Dormant Standard
321,33,325,3053193.200000001,0.0,0.0,0.0,2,Standard Intermittent High-Value
326,33,258,1228043.9999999998,129.0,4759.860465116278,614021.9999999999,1,Premium Active High-Value
328,33,142,205637.4,71.0,1448.1507042253522,102818.7,0,Standard Dormant Standard
330,33,488,1035305.4999999997,0.0,0.0,0.0,2,Standard Intermittent High-Value
351,33,381,1093983.7999999996,190.5,2871.348556430445,546991.8999999998,1,Premium Active High-Value
353,33,169,1343020.2999999998,0.0,0.0,0.0,0,Standard Dormant Standard
360,33,165,152933.99999999997,82.5,926.872727272727,76466.99999999999,0,Standard Dormant Standard
362,33,52,185335.9,26.0,3564.151923076924,92667.95,0,Standard Dormant Standard
385,61,11,26200.0,0.0,0.0,0.0,0,Standard Dormant Standard
387,33,361,422564.20000000007,180.5,1170.5379501385044,211282.10000000003,4,Standard Low-Activity Standard
394,33,104,152195.2,52.0,1463.4153846153847,76097.6,0,Standard Dormant Standard
396,33,154,150641.80000000005,77.0,978.1935064935068,75320.90000000002,0,Standard Dormant Standard
419,33,115,93619.99999999996,57.5,814.0869565217389,46809.99999999999,0,Standard Dormant Standard
421,33,399,949029.0,199.5,2378.5187969924814,474514.50000000006,4,Standard Low-Activity Standard
428,33,120,166503.90000000005,60.0,1387.5325000000005,83251.95000000003,0,Standard Dormant Standard
430,33,273,239631.0,136.5,877.7692307692307,119815.5,4,Standard Low-Activity Standard
453,33,163,379815.6,81.5,2330.157055214724,189907.8,0,Standard Dormant Standard
455,33,147,181382.7,73.5,1233.8959183673471,90691.35000000002,0,Standard Dormant Standard
462,33,158,98602.69999999995,79.0,624.067721518987,49301.34999999998,0,Standard Dormant Standard
485,33,441,1003982.1999999996,220.5,2276.603628117913,501991.0999999999,1,Premium Active High-Value
487,33,314,374106.4999999999,157.0,1191.4219745222929,187053.24999999997,4,Standard Low-Activity Standard
494,33,164,354316.8,82.0,2160.4682926829264,177158.39999999997,0,Standard Dormant Standard
496,33,416,1455901.8000000005,208.0,3499.763942307693,727950.9000000001,1,Premium Active High-Value
519,33,158,528958.6000000001,79.0,3347.8392405063296,264479.30000000005,0,Standard Dormant Standard
521,57,209,356465.5000000002,0.0,0.0,0.0,0,Standard Dormant Standard
528,49,30,122022.6,0.0,0.0,0.0,0,Standard Dormant Standard
530,33,147,438834.90000000014,73.5,2985.2714285714296,219417.45000000007,0,Standard Dormant Standard
560,60,34,77200.0,0.0,0.0,0.0,0,Standard Dormant Standard
562,33,209,830433.1000000004,104.5,3973.364114832538,415216.5500000002,4,Standard Low-Activity Standard
585,33,182,996150.6000000004,91.0,5473.354945054947,498075.30000000016,4,Standard Low-Activity Standard
587,57,31,63700.0,0.0,0.0,0.0,0,Standard Dormant Standard
589,33,199,134587.2,99.5,676.3175879396986,67293.6,0,Standard Dormant Standard
596,33,401,523118.8000000001,200.5,1304.5356608478803,261559.40000000005,4,Standard Low-Activity Standard
619,33,173,240679.19999999995,86.5,1391.209248554913,120339.59999999998,0,Standard Dormant Standard
621,33,357,1655627.799999999,178.5,4637.61288515406,827813.8999999997,1,Premium Active High-Value
630,33,308,1195045.6000000003,154.0,3880.018181818183,597522.8000000002,1,Premium Active High-Value
653,33,282,261253.5000000001,141.0,926.43085106383,130626.75000000004,4,Standard Low-Activity Standard
655,33,254,1151503.3000000007,127.0,4533.477559055121,575751.6500000004,4,Standard Low-Activity Standard
662,33,154,391220.8,77.0,2540.394805194805,195610.4,0,Standard Dormant Standard
664,33,279,383931.8000000001,139.5,1376.099641577061,191965.9,4,Standard Low-Activity Standard
689,33,370,2938732.500000001,0.0,0.0,0.0,2,Standard Intermittent High-Value
694,33,294,675155.4999999998,147.0,2296.447278911564,337577.7499999999,4,Standard Low-Activity Standard
719,33,111,403265.8,55.5,3633.025225225225,201632.9,0,Standard Dormant Standard
721,33,180,214753.3,90.0,1193.073888888889,107376.65000000002,0,Standard Dormant Standard
755,33,324,361729.50000000006,162.0,1116.4490740740744,180864.7500000001,4,Standard Low-Activity Standard
762,33,425,1776117.2,212.5,4179.099294117647,888058.6000000001,1,Premium Active High-Value
764,33,142,109121.49999999996,71.0,768.4612676056336,54560.74999999999,0,Standard Dormant Standard
787,33,152,423724.6000000001,76.0,2787.661842105264,211862.30000000008,0,Standard Dormant Standard
789,33,167,171100.2,83.5,1024.5520958083832,85550.1,0,Standard Dormant Standard
796,33,119,159503.49999999997,59.5,1340.3655462184872,79751.74999999999,0,Standard Dormant Standard
798,33,276,577028.4999999997,138.0,2090.682971014492,288514.2499999998,4,Standard Low-Activity Standard
819,33,156,737848.9,78.0,4729.800641025641,368924.45,0,Standard Dormant Standard
821,33,137,91833.8,68.5,670.319708029197,45916.9,0,Standard Dormant Standard
823,33,506,817249.1999999997,0.0,0.0,0.0,2,Standard Intermittent High-Value
830,33,160,534160.3,80.0,3338.5018750000004,267080.15,0,Standard Dormant Standard
853,33,312,656357.7999999997,156.0,2103.7108974358966,328178.89999999985,4,Standard Low-Activity Standard
855,33,113,148988.6,56.5,1318.483185840708,74494.3,0,Standard Dormant Standard
862,33,357,277120.9000000001,178.5,776.2490196078434,138560.45000000004,4,Standard Low-Activity Standard
864,33,309,216478.8,154.5,700.5786407766989,108239.39999999998,4,Standard Low-Activity Standard
887,33,178,858460.6000000002,89.0,4822.812359550563,429230.3000000001,0,Standard Dormant Standard
889,33,309,522033.70000000007,154.5,1689.429449838188,261016.85000000003,4,Standard Low-Activity Standard
896,33,403,884910.6999999996,201.5,2195.808188585607,442455.3499999997,4,Standard Low-Activity Standard
898,33,165,225169.19999999995,82.5,1364.6618181818178,112584.59999999996,0,Standard Dormant Standard
921,33,121,292895.0000000001,60.5,2420.6198347107447,146447.50000000006,0,Standard Dormant Standard
928,33,233,669866.5999999999,116.5,2874.9639484978534,334933.3,4,Standard Low-Activity Standard
930,49,27,57400.0,0.0,0.0,0.0,0,Standard Dormant Standard
953,33,266,363900.7,133.0,1368.047744360902,181950.35,4,Standard Low-Activity Standard
955,33,130,947930.0,0.0,0.0,0.0,0,Standard Dormant Standard
962,33,206,1298610.4,103.0,6303.933980582525,649305.2000000001,1,Premium Active High-Value
964,33,123,435126.79999999976,61.5,3537.6162601626,217563.39999999988,0,Standard Dormant Standard
987,33,221,159582.49999999997,110.5,722.0927601809954,79791.24999999999,0,Standard Dormant Standard
996,33,121,338431.8,60.5,2796.9570247933884,169215.9,0,Standard Dormant Standard
1021,33,147,242187.5,73.5,1647.534013605442,121093.75,0,Standard Dormant Standard
1023,33,136,522841.9,68.0,3844.4257352941177,261420.95,0,Standard Dormant Standard
1030,33,332,923073.4000000004,166.0,2780.3415662650614,461536.7000000002,4,Standard Low-Activity Standard
1055,33,56,88476.4,28.0,1579.935714285714,44238.2,0,Standard Dormant Standard
1057,33,174,778728.4,87.0,4475.450574712644,389364.2,0,Standard Dormant Standard
1062,33,386,904435.2000000004,193.0,2343.096373056996,452217.60000000015,4,Standard Low-Activity Standard
1064,33,436,1087442.999999999,218.0,2494.1353211009155,543721.4999999995,1,Premium Active High-Value
1089,33,270,1169807.7999999998,135.0,4332.621481481481,584903.8999999999,1,Premium Active High-Value
1096,33,104,121188.1,52.0,1165.2701923076922,60594.05,0,Standard Dormant Standard
1098,33,162,625538.6000000003,81.0,3861.3493827160514,312769.30000000016,0,Standard Dormant Standard
1121,33,499,403353.3999999999,0.0,0.0,0.0,2,Standard Intermittent High-Value
1130,33,63,85796.4,31.5,1361.847619047619,42898.2,0,Standard Dormant Standard
1157,33,369,2232897.1,184.5,6051.211653116531,1116448.55,1,Premium Active High-Value
2,33,478,1597053.499999999,0.0,0.0,0.0,2,Standard Intermittent High-Value
9,33,130,630267.9,65.0,4848.214615384615,315133.95,0,Standard Dormant Standard
20,33,365,1188498.0999999994,182.5,3256.15917808219,594249.0499999997,1,Premium Active High-Value
27,33,62,175831.5,31.0,2835.9919354838707,87915.75,0,Standard Dormant Standard
45,33,130,497029.2,65.0,3823.301538461538,248514.6,0,Standard Dormant Standard
52,33,316,286630.19999999995,158.0,907.0575949367088,143315.09999999998,4,Standard Low-Activity Standard
59,33,377,1001516.6,188.5,2656.542705570292,500758.3000000001,4,Standard Low-Activity Standard
70,33,339,246496.4,169.5,727.1280235988202,123248.2,4,Standard Low-Activity Standard
77,33,316,2989785.099999998,0.0,0.0,0.0,2,Standard Intermittent High-Value
102,33,410,233434.8,205.0,569.3531707317073,116717.4,4,Standard Low-Activity Standard
120,64,248,1258139.6999999995,0.0,0.0,0.0,2,Standard Intermittent High-Value
127,33,59,255490.7,29.5,4330.3508474576265,127745.34999999998,0,Standard Dormant Standard
134,33,356,468254.7,178.0,1315.322191011236,234127.35,4,Standard Low-Activity Standard
145,33,92,76041.7,46.0,826.5402173913043,38020.85,0,Standard Dormant Standard
152,33,274,202594.60000000003,137.0,739.3963503649636,101297.30000000002,4,Standard Low-Activity Standard
188,33,49,50366.600000000006,24.5,1027.8897959183676,25183.300000000007,0,Standard Dormant Standard
195,33,286,338540.3999999999,143.0,1183.707692307692,169270.19999999995,4,Standard Low-Activity Standard
202,33,177,1402463.3,0.0,0.0,0.0,0,Standard Dormant Standard
227,33,322,294664.7,161.0,915.1077639751552,147332.35,4,Standard Low-Activity Standard
238,33,504,917861.7,0.0,0.0,0.0,2,Standard Intermittent High-Value
252,33,175,131475.6,87.5,751.2891428571429,65737.8,0,Standard Dormant Standard
263,33,224,1822782.4000000008,0.0,0.0,0.0,2,Standard Intermittent High-Value
270,33,439,563498.6000000001,219.5,1283.5958997722098,281749.30000000005,4,Standard Low-Activity Standard
288,33,315,219245.60000000003,157.5,696.0177777777778,109622.8,4,Standard Low-Activity Standard
295,33,547,371802.0,0.0,0.0,0.0,2,Standard Intermittent High-Value
302,33,99,149540.1,49.5,1510.5060606060606,74770.05,0,Standard Dormant Standard
313,33,215,424055.6000000001,107.5,1972.3516279069768,212027.80000000005,4,Standard Low-Activity Standard
338,33,481,979304.3999999994,0.0,0.0,0.0,2,Standard Intermittent High-Value
345,33,203,963318.2,101.5,4745.409852216749,481659.1,4,Standard Low-Activity Standard
352,33,491,2104783.0999999978,0.0,0.0,0.0,2,Standard Intermittent High-Value
370,33,176,509708.7,88.0,2896.0721590909093,254854.35,0,Standard Dormant Standard
388,33,290,358091.0999999998,145.0,1234.7968965517234,179045.5499999999,4,Standard Low-Activity Standard
402,33,158,685646.6,79.0,4339.535443037975,342823.3,0,Standard Dormant Standard
413,33,176,145622.70000000004,88.0,827.4017045454548,72811.35000000002,0,Standard Dormant Standard
420,33,316,256286.09999999995,158.0,811.0319620253163,128143.04999999996,4,Standard Low-Activity Standard
438,33,140,830802.2999999997,70.0,5934.302142857141,415401.1499999999,0,Standard Dormant Standard
445,33,210,624069.8000000002,105.0,2971.7609523809533,312034.9000000001,4,Standard Low-Activity Standard
452,33,254,987043.4,127.0,3885.997637795276,493521.7,4,Standard Low-Activity Standard
463,33,75,60183.99999999999,37.5,802.4533333333333,30092.0,0,Standard Dormant Standard
470,33,408,484856.0,204.0,1188.3725490196075,242428.0,4,Standard Low-Activity Standard
495,33,115,151232.09999999998,57.5,1315.0617391304345,75616.04999999999,0,Standard Dormant Standard
502,33,162,146722.29999999996,81.0,905.6932098765428,73361.14999999998,0,Standard Dormant Standard
513,33,313,1348334.9,156.5,4307.779233226836,674167.4499999998,1,Premium Active High-Value
520,33,315,528151.9000000001,157.5,1676.6726984126988,264075.95000000007,4,Standard Low-Activity Standard
538,33,144,636810.8000000002,72.0,4422.297222222223,318405.4000000001,0,Standard Dormant Standard
545,33,110,538820.7,55.0,4898.37,269410.35,0,Standard Dormant Standard
552,33,258,337744.7,129.0,1309.087984496124,168872.35,4,Standard Low-Activity Standard
563,33,85,95622.4,42.5,1124.969411764706,47811.2,0,Standard Dormant Standard
570,33,238,183118.70000000004,119.0,769.4063025210086,91559.35000000002,4,Standard Low-Activity Standard
577,33,170,117405.1,85.0,690.6182352941175,58702.54999999999,0,Standard Dormant Standard
588,33,382,1205294.299999999,191.0,3155.2206806282697,602647.1499999996,1,Premium Active High-Value
613,33,456,1681014.9000000004,228.0,3686.4361842105272,840507.4500000002,1,Premium Active High-Value
627,33,225,436402.7999999999,112.5,1939.5679999999995,218201.39999999997,4,Standard Low-Activity Standard
638,33,127,688709.7000000001,63.5,5422.911023622048,344354.85000000003,0,Standard Dormant Standard
645,33,137,133178.60000000006,68.5,972.1065693430662,66589.30000000003,0,Standard Dormant Standard
652,33,481,1407444.3000000005,0.0,0.0,0.0,2,Standard Intermittent High-Value
663,33,69,83414.99999999999,34.5,1208.9130434782608,41707.49999999999,0,Standard Dormant Standard
670,33,167,116831.90000000004,83.5,699.5922155688625,58415.95000000001,0,Standard Dormant Standard
677,33,61,249368.2,30.5,4088.003278688525,124684.1,0,Standard Dormant Standard
681,33,154,230295.5,77.0,1495.4253246753246,115147.75,0,Standard Dormant Standard
688,39,89,446820.9999999999,0.0,0.0,0.0,0,Standard Dormant Standard
695,33,161,442671.70000000007,80.5,2749.513664596274,221335.85000000003,0,Standard Dormant Standard
702,33,138,115738.7,69.0,838.686231884058,57869.35,0,Standard Dormant Standard
706,33,508,609705.5,0.0,0.0,0.0,2,Standard Intermittent High-Value
713,33,159,1013963.5,79.5,6377.128930817611,506981.75000000006,0,Standard Dormant Standard
720,33,326,222152.70000000004,163.0,681.4500000000002,111076.35000000002,4,Standard Low-Activity Standard
727,33,208,212191.29999999984,104.0,1020.15048076923,106095.64999999992,0,Standard Dormant Standard
731,33,253,1506361.3,126.5,5953.997233201581,753180.65,1,Premium Active High-Value
738,33,89,111727.3,44.5,1255.3629213483146,55863.65,0,Standard Dormant Standard
745,33,191,841109.3000000003,95.5,4403.713612565446,420554.6500000001,4,Standard Low-Activity Standard
