client_id,recency_days,frequency,monetary_value,avg_transaction_amount,transaction_amount_volatility,customer_tenure_days,avg_balance,min_balance,max_balance,balance_range,monetary_per_transaction,total_account_count,loan_count,card_count,permanent_order_count,product_diversity_score,total_loan_amount,avg_loan_amount,active_loans,completed_loans,in_progress_loans,defaulted_loans,gold_cards,classic_cards,junior_cards,avg_order_amount,total_order_amount,loan_default_rate,credit_transaction_count,withdrawal_transaction_count,credit_amount,withdrawal_amount,avg_credit_amount,avg_withdrawal_amount,operation_type_diversity,transaction_type_diversity,transaction_category_diversity,cash_deposit_count,card_withdrawal_count,cash_withdrawal_count,collection_from_bank_count,remittance_to_bank_count,avg_account_balance,balance_volatility,weekend_transaction_count,weekday_transaction_count,transaction_day_diversity,weekend_transaction_ratio,credit_transaction_ratio,credit_withdrawal_ratio,clv_indicator,churn_risk,cross_sell_potential,engagement_score,predicted_transactions_1yr,expected_avg_profit,clv_1yr
185,0,336,954955.4000000004,5616.735714285729,5810.681441418544,1929,27760.4806547619,400.0,53038.7,52638.7,2842.129166666668,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,4544.0,4544.0,0.0,129,202,954955.4000000004,895642.7999999986,7402.755038759693,4433.875247524746,4,3,3,3,0,148,63,59,27760.4806547619,8557.226375465856,99,237,7,0.2946428571428571,0.3897280966767371,1.0662234989216703,477478.30000000016,0.0,2,82.0,63.576982892690516,2842.129166666668,180693.9974079835
187,0,205,241991.1,2263.9848780487764,2364.657958086289,1150,25613.241951219512,300.0,38531.8,38231.8,1180.4443902439025,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2988.0,2988.0,0.0,95,110,241991.1,222125.8000000002,2547.274736842105,2019.3254545454563,3,2,3,57,0,77,0,33,25613.241951219512,6192.033864974925,62,143,7,0.3024390243902439,0.4634146341463415,1.0894326548289293,120996.15,0.0,2,78.0,65.06521739130434,1180.4443902439025,76805.87086956522
194,0,304,243893.9,1555.757565789471,1881.2510843544608,1641,20418.719407894747,900.0,29468.6,28568.6,802.2825657894738,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1140.5,2281.0,0.0,109,195,243893.9,229056.40000000029,2237.5587155963303,1174.6482051282069,4,2,5,1,0,96,54,99,20418.719407894747,4037.650455701536,88,216,7,0.2894736842105263,0.3585526315789473,1.064776622700783,121947.55000000002,0.0,2,78.0,67.61730652041439,802.2825657894737,54248.18616697136
219,0,331,1637062.6999999995,9697.330815709973,10024.754392745275,1843,49759.62960725077,-2335.4,116418.4,118753.8,4945.808761329304,1,0,1,0,2,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,133,155,1637062.6999999995,1028068.8,12308.742105263154,6632.701935483871,4,3,3,13,3,195,60,0,49759.62960725077,22737.775553750937,96,235,7,0.2900302114803625,0.4618055555555556,1.5923668727229146,818531.9499999997,0.0,2,82.0,65.55344546934346,4945.808761329304,324214.8049376016
221,0,169,371136.6999999999,4199.891715976329,4430.915914915336,933,35269.25502958582,200.0,52500.8,52300.8,2196.0751479289934,1,0,1,1,3,0.0,0.0,0,0,0,0,0,0,1,6780.0,6780.0,0.0,65,104,371136.6999999999,338645.0000000001,5709.795384615383,3256.201923076924,4,2,3,35,17,61,0,26,35269.25502958582,7826.826089048031,45,124,7,0.2662721893491124,0.3846153846153846,1.095946197345302,185569.24999999997,0.0,1,83.0,66.11468381564845,2196.0751479289934,145192.8140407288
226,0,413,2603771.8000000003,12428.827602905569,13831.736632398062,1981,66521.72590799033,700.0,162313.6,161613.6,6304.532203389831,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,6862.0,6862.0,0.0,172,209,2603771.8000000003,2137428.0,15138.208139534883,10226.928229665073,3,3,3,107,0,182,0,59,66521.72590799033,28994.02894513436,123,290,7,0.297820823244552,0.4514435695538057,1.21817988722895,1301886.5000000002,0.0,2,82.0,76.09540636042402,6304.532203389831,479745.9399293286
228,0,403,1458587.7000000004,6990.48511166255,7860.935370949549,2081,56413.62034739457,700.0,100009.6,99309.6,3619.324317617867,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,7426.0,7426.0,0.0,139,264,1458587.7000000004,1358577.7999999984,10493.436690647484,5146.128030303024,3,2,3,71,0,201,0,63,56413.62034739457,17410.61663197777,110,293,7,0.2729528535980149,0.3449131513647642,1.0736136715909843,729294.4500000002,0.0,2,78.0,70.68476693897165,3619.324317617867,255831.09586737154
251,0,274,551438.1000000001,3953.050729927003,5470.1424251518665,1009,34084.36715328467,700.0,61130.6,60430.6,2012.5478102189784,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,1861.5,7446.0,0.0,71,203,551438.1000000001,531697.7999999993,7766.733802816902,2619.2009852216715,3,2,5,38,0,88,0,115,34084.36715328467,9570.08270882697,83,191,7,0.3029197080291971,0.2591240875912409,1.0371269168313293,275719.65,0.0,2,78.0,99.1179385530228,2012.5478102189784,199479.59018830527
253,0,186,613838.8999999999,6438.0629032258,7003.670557610159,1019,29675.157526881736,1000.0,56026.7,55026.7,3300.209139784946,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,7534.0,7534.0,0.0,69,117,613838.8999999999,583640.7999999993,8896.215942028985,4988.3829059829,3,2,3,36,0,89,0,28,29675.157526881736,9808.385420090804,55,131,7,0.2956989247311828,0.3709677419354839,1.051740899539581,306920.05,0.0,2,78.0,66.62414131501473,3300.209139784946,219873.60009813542
262,0,245,575776.8999999999,4601.094285714284,4937.3610931330095,1441,25752.53795918367,800.0,48580.7,47780.7,2350.109795918367,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,2056.0,4112.0,0.0,97,148,575776.8999999999,551491.2000000002,5935.844329896906,3726.291891891893,3,2,3,50,0,106,0,42,25752.53795918367,6694.751447141577,72,173,7,0.2938775510204082,0.3959183673469387,1.0440364234279709,287889.05,0.0,2,78.0,62.05759888965996,2350.109795918367,145842.17106176264
285,30,26,39700.0,2553.846153846154,2470.988590703044,1020,16650.0,900.0,24700.0,23800.0,1526.923076923077,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,11,15,39700.0,26700.0,3609.090909090909,1780.0,2,2,0,11,0,15,0,0,16650.0,5068.668464202408,7,19,7,0.2692307692307692,0.4230769230769231,1.4868913857677903,19844.3,47.6,3,46.2,0.0,0.0,0.0
287,0,314,169967.69999999998,1035.881847133754,1180.890739544902,1742,14020.713057324832,900.0,19487.2,18587.2,541.2984076433121,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,970.0,1940.0,0.0,111,203,169967.69999999998,155299.2000000003,1531.2405405405405,765.0206896551739,4,2,4,1,0,99,57,104,14020.713057324832,2368.33231399432,86,228,7,0.2738853503184713,0.3535031847133758,1.0944531588057096,84984.45,0.0,2,78.0,65.79219288174512,541.2984076433121,35613.20924225029
294,17,363,2470282.0,13568.622589531684,16744.364932808865,1881,55187.60771349862,900.0,157026.7,156126.7,6805.184573002754,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,2054.0,4108.0,0.0,154,198,2470282.0,2291135.0,16040.792207792209,11571.388888888889,3,3,3,95,0,154,0,55,55187.60771349862,28434.509558121143,93,270,7,0.256198347107438,0.4375,1.078191376763045,1235138.2000000002,10.2,2,75.2,0.0,0.0,0.0
296,0,326,1617425.2000000004,9785.830981595109,12902.867613270755,1862,39687.90245398769,-1211.0,135092.8,136303.8,4961.426993865032,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,148,144,1617425.2000000004,1214922.6999999988,10928.548648648652,8436.963194444435,2,3,3,88,0,178,0,0,39687.90245398769,28493.84580992229,96,230,7,0.294478527607362,0.5068493150684932,1.3312988554745104,808712.9000000003,0.0,3,77.0,63.90440386680988,4961.426993865032,317057.0343716435
319,0,149,186703.1000000001,2366.765771812077,2395.230543374715,909,16747.875838926186,600.0,28570.6,27970.6,1253.040939597316,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2900.0,2900.0,0.0,61,88,186703.1000000001,165945.00000000015,3060.7065573770506,1885.738636363638,4,2,4,1,0,63,30,25,16747.875838926186,4746.301183349061,42,107,7,0.2818791946308724,0.4093959731543624,1.125090240742414,93352.15000000004,0.0,2,78.0,59.82948294829483,1253.040939597316,74968.79152915295
321,0,325,3053193.200000001,18558.042461538487,21083.321009741227,1695,69207.5070769231,400.0,137653.3,137253.3,9394.44061538462,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,4975.2,4975.2,0.0,114,179,3053193.200000001,2554144.5999999987,26782.39649122808,14268.964245810048,4,3,2,2,2,209,56,0,69207.5070769231,24666.29753055701,98,227,7,0.3015384615384615,0.3890784982935154,1.1953877630890604,1526597.5000000005,0.0,1,87.0,0.0,0.0,0.0
326,0,258,1228043.9999999998,9173.880620155054,10309.271304527909,1438,63277.700775193865,1100.0,116900.4,115800.4,4759.860465116278,1,0,1,1,3,0.0,0.0,0,0,0,0,1,0,0,5462.0,5462.0,0.0,96,162,1228043.9999999998,1138817.199999999,12792.124999999998,7029.735802469129,4,2,3,49,7,113,0,42,63277.700775193865,17332.680128941665,75,183,7,0.2906976744186046,0.3720930232558139,1.0783504147987937,614022.8999999999,0.0,1,83.0,65.48678720445062,4759.860465116278,311707.96940194705
328,0,142,205637.4,2480.8999999999965,2818.652710701716,870,44847.65845070421,400.0,62742.8,62342.8,1448.1507042253522,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,1535.0,1535.0,0.0,59,83,205637.4,146650.40000000014,3485.3796610169497,1766.872289156628,4,2,4,1,0,59,29,24,44847.65845070421,12783.800084183767,43,99,7,0.3028169014084507,0.4154929577464789,1.402228701728736,102819.30000000002,0.0,2,78.0,59.57471264367816,1448.150704225352,86273.16206896551
330,0,488,1035305.4999999997,4160.082991803279,5040.803624433338,1999,33734.515163934426,700.0,62747.1,62047.1,2121.5276639344256,1,0,0,4,2,0.0,0.0,0,0,0,0,0,0,0,2324.775,9299.1,0.0,162,314,1035305.4999999997,920419.0,6390.774691358022,2931.270700636943,4,3,5,32,0,143,65,183,33734.515163934426,9183.612639157542,144,344,7,0.2950819672131147,0.3403361344537815,1.1248197831639717,517653.3499999998,0.0,2,82.0,0.0,0.0,0.0
351,0,381,1093983.7999999996,5619.212598425208,6664.930849844517,1750,40959.122309711325,300.0,69171.4,68871.4,2871.348556430445,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,4183.0,8366.0,0.0,117,264,1093983.7999999996,1046936.1999999988,9350.288888888885,3965.66742424242,3,2,4,60,0,159,0,105,40959.122309711325,8796.470078637538,105,276,7,0.2755905511811024,0.3070866141732283,1.0449383639614342,546992.4999999998,0.0,2,78.0,79.46571428571428,2871.348556430445,228173.7639999999
353,0,169,1343020.2999999998,15410.709467455628,16382.578459987551,571,62776.92307692311,7419.2,168515.4,161096.19999999998,7946.865680473372,1,0,0,3,2,0.0,0.0,0,0,0,0,0,0,0,4976.3,14928.9,0.0,67,91,1343020.2999999998,1108850.5999999996,20045.07910447761,12185.171428571424,3,3,4,48,0,69,0,33,62776.92307692311,31373.503642055846,65,104,7,0.3846153846153846,0.4240506329113924,1.2111823720887198,671510.7499999999,0.0,2,82.0,0.0,0.0,0.0
360,0,165,152933.99999999997,1768.5903030303036,1886.6880617808445,1051,15898.633333333322,300.0,24954.7,24654.7,926.872727272727,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2646.0,2646.0,0.0,75,90,152933.99999999997,138883.40000000017,2039.12,1543.1488888888907,4,2,3,7,0,60,34,30,15898.633333333322,4242.994738882837,49,116,7,0.296969696969697,0.4545454545454545,1.1011683181719325,76467.59999999999,0.0,2,78.0,57.30256898192197,926.872727272727,53112.18839200759
362,0,52,185335.9,6543.705769230772,7649.11991419475,394,28743.403846153848,1100.0,46829.1,45729.1,3564.151923076924,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,30,22,185335.9,154936.8,6177.863333333334,7042.581818181818,2,2,2,17,0,22,0,0,28743.403846153848,10479.306147494985,14,38,7,0.2692307692307692,0.5769230769230769,1.1962032260896058,92668.25,19.2,3,63.4,48.17258883248731,3564.151923076923,171694.42512690354
2,0,478,1597053.499999999,6593.052928870301,7694.570796651193,2134,36540.70439330543,1100.0,69302.0,68202.0,3341.116108786609,1,1,0,2,3,161904.0,80952.0,2,0,0,0,0,0,0,5319.35,10638.7,0.0,152,305,1597053.499999999,1336983.7999999984,10506.930921052626,4383.553442622946,4,3,4,12,0,237,70,89,36540.70439330543,11028.141343708565,129,349,7,0.2698744769874477,0.3326039387308533,1.1945197092141289,798527.6499999996,0.0,1,87.0,0.0,0.0,0.0
9,0,130,630267.9,9169.537692307686,10149.3179019846,767,62598.59153846156,900.0,99675.3,98775.3,4848.214615384615,1,0,1,1,3,0.0,0.0,0,0,0,0,1,0,0,4880.0,4880.0,0.0,51,79,630267.9,561772.0000000001,12358.19411764706,7111.037974683546,4,2,3,26,1,58,0,20,62598.59153846156,14932.456309922838,41,89,7,0.3153846153846154,0.3923076923076923,1.121928291192868,315134.85000000003,0.0,1,83.0,61.86440677966102,4848.214615384615,299931.9211212516
20,0,365,1188498.0999999994,6382.391506849332,7597.361809757483,1916,38645.22876712323,800.0,66670.5,65870.5,3256.15917808219,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,3072.0,3072.0,0.0,129,236,1188498.0999999994,1141074.7999999986,9213.163565891467,4835.062711864401,3,2,3,66,0,177,0,59,38645.22876712323,11120.209344241192,111,254,7,0.3041095890410959,0.3534246575342465,1.0415602027141435,594249.6499999997,0.0,2,78.0,69.53288100208768,3256.15917808219,226410.12865344452
27,0,62,175831.5,4813.424193548388,5074.629402884329,390,35286.20967741936,1100.0,61684.5,60584.5,2835.9919354838707,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,6276.0,6276.0,0.0,34,28,175831.5,122600.80000000005,5171.514705882353,4378.600000000001,3,2,3,21,0,19,0,9,35286.20967741936,12203.110072365373,19,43,7,0.3064516129032258,0.5483870967741935,1.4341790591904775,87916.35,15.2,2,70.4,58.02564102564103,2835.9919354838707,164560.25
45,0,130,497029.2,7293.491538461539,11915.509308525416,500,37547.422307692286,-1011.2,104761.5,105772.7,3823.301538461538,1,1,0,4,3,1273920.0,318480.0,0,0,0,4,0,0,0,2576.375,10305.5,4.0,36,92,497029.2,409469.70000000007,13806.366666666663,4450.757608695653,3,3,7,19,0,51,0,43,37547.422307692286,23823.30480918877,41,89,7,0.3153846153846154,0.28125,1.2138363351427466,248515.5,0.0,1,87.0,94.89999999999999,3823.3015384615387,362831.316
52,0,316,286630.19999999995,1738.6626582278452,1755.1584997656491,2061,19124.711392405057,400.0,29481.8,29081.8,907.0575949367088,1,0,0,1,2,0.0,0.0,0,0,0,0,0,0,0,2344.0,2344.0,0.0,131,185,286630.19999999995,262787.2000000004,2188.016793893129,1420.4713513513534,4,2,4,1,0,122,67,63,19124.711392405057,4224.772023844258,92,224,7,0.2911392405063291,0.4145569620253164,1.0907312076082836,143315.69999999998,0.0,2,78.0,55.963124696749155,907.0575949367087,50761.777292576415
59,0,377,1001516.6,5084.626525198953,6401.578604119452,1700,37433.39124668431,900.0,90088.0,89188.0,2656.542705570292,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,3646.5,7293.0,0.0,117,260,1001516.6,915387.5999999988,8559.97094017094,3520.721538461534,3,2,4,61,0,158,0,102,37433.39124668431,13082.01042752034,110,267,7,0.2917771883289125,0.3103448275862069,1.0940901974201982,500758.9,0.0,2,78.0,80.94411764705882,2656.5427055702917,215031.5052941176
70,0,339,246496.4,1399.909734513271,1459.712593821738,1846,19932.28318584071,700.0,31764.7,31064.7,727.1280235988202,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1156.5,2313.0,0.0,117,222,246496.4,228073.00000000032,2106.8068376068377,1027.3558558558573,4,2,5,1,0,111,60,111,19932.28318584071,4082.939717382726,105,234,7,0.3097345132743362,0.3451327433628318,1.0807785226659872,123248.80000000002,0.0,2,78.0,67.02871072589382,727.12802359882,48738.4539544962
77,0,316,2989785.099999998,18605.43386075949,20221.91835999204,1854,64825.51582278482,400.0,129812.6,129412.6,9461.34525316455,1,0,1,1,3,0.0,0.0,0,0,0,0,0,1,0,4471.3,4471.3,0.0,123,179,2989785.099999998,2696200.0,24307.19593495933,15062.569832402234,4,3,2,1,5,188,61,0,64825.51582278482,23902.733490264203,86,230,7,0.2721518987341772,0.4072847682119205,1.108888472665232,1494893.449999999,0.0,1,87.0,0.0,0.0,0.0
102,0,410,233434.8,1085.1068292682885,1221.850543644604,2125,20226.472682926847,800.0,28700.4,27900.4,569.3531707317073,1,0,0,2,2,0.0,0.0,0,0,0,0,0,0,0,1081.0,2162.0,0.0,141,269,233434.8,211459.0000000004,1655.5659574468086,786.0929368029754,4,2,2,1,0,138,70,131,20226.472682926847,3728.336947844085,122,288,7,0.2975609756097561,0.3439024390243902,1.103924637873061,116718.0,0.0,2,78.0,70.4235294117647,569.3531707317073,40095.859764705885
